Kota Asal,Kota Tujuan,Jenis Kendaraan,Nama Kendaraan,Kelas,Jam Berangkat,Jam Tiba,Harga,Durasi Perjalanan
Cirebon,Bekasi,Kereta,Majapahit 215,Ekonomi,05:42,08:09,220000,147
Cirebon,Bekasi,Kereta,Majapahit 215,Ekonomi,05:42,08:09,225000,147
Cirebon,Bekasi,Kereta,Fajar Utama Yk 141,Ekonomi,11:42,14:10,250000,148
Cirebon,Bekasi,Kereta,Menoreh 225F,Ekonomi,11:23,13:58,180000,155
Cirebon,Bekasi,Kereta,Menoreh 225F,Ekonomi,11:23,13:58,195000,155
Cirebon,Bekasi,Kereta,Menoreh 225F,Ekonomi,11:23,13:58,190000,155
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,11:14,13:41,210000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Eksekutif,11:14,13:41,340000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,11:14,13:41,200000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,11:14,13:41,180000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Eksekutif,11:14,13:41,305000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Eksekutif,11:14,13:41,320000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,11:14,13:41,225000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,10:41,13:41,225000,180
Cirebon,Bekasi,Kereta,Sembrani 63,Eksekutif,02:23,04:31,565000,128
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,10:41,13:41,200000,180
Cirebon,Bekasi,Kereta,Sawunggalih 147,Eksekutif,10:41,13:41,320000,180
Cirebon,Bekasi,Kereta,Sawunggalih 147,Eksekutif,10:41,13:41,305000,180
Cirebon,Bekasi,Kereta,Sawunggalih 147,Eksekutif,10:41,13:41,340000,180
Cirebon,Bekasi,Kereta,Argo Cheribon 21,Ekonomi,06:46,09:06,130000,140
Cirebon,Bekasi,Kereta,Argo Cheribon 21,Eksekutif,06:46,09:06,180000,140
Cirebon,Bekasi,Kereta,Argo Cheribon 21,Ekonomi,06:18,09:06,150000,168
Cirebon,Bekasi,Kereta,Argo Cheribon 21,Eksekutif,06:18,09:06,200000,168
Cirebon,Bekasi,Kereta,Argo Cheribon 21,Eksekutif,06:08,09:06,200000,178
Cirebon,Bekasi,Kereta,Argo Cheribon 21,Ekonomi,06:08,09:06,150000,178
Cirebon,Bekasi,Kereta,Dharmawangsa 131,Eksekutif,05:58,08:31,315000,153
Cirebon,Bekasi,Kereta,Dharmawangsa 131,Ekonomi,05:58,08:31,195000,153
Cirebon,Bekasi,Kereta,Majapahit 215,Ekonomi,05:42,08:09,210000,147
Cirebon,Bekasi,Kereta,Sawunggalih 147,Ekonomi,10:41,13:41,210000,180
Cirebon,Bekasi,Kereta,Fajar Utama Yk 141,Ekonomi,11:42,14:10,235000,148
Cirebon,Bekasi,Kereta,Sembrani 63,Eksekutif,02:23,04:31,600000,128
Cirebon,Bekasi,Kereta,Sembrani Luxury 63L,Eksekutif,02:23,04:31,1135000,128
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Ekonomi,01:21,03:32,175000,131
Cirebon,Bekasi,Kereta,Argo Sindoro 13,Eksekutif,01:15,03:21,340000,126
Cirebon,Bekasi,Kereta,Argo Sindoro 13,Eksekutif,01:15,03:21,310000,126
Cirebon,Bekasi,Kereta,Argo Sindoro 13,Eksekutif,01:15,03:21,325000,126
Cirebon,Bekasi,Kereta,Argo Sindoro 13,Eksekutif,01:15,03:21,390000,126
Cirebon,Bekasi,Kereta,Gajayana 55,Eksekutif,00:31,02:38,570000,127
Cirebon,Bekasi,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,02:38,1680000,127
Cirebon,Bekasi,Kereta,Gajayana 55,Eksekutif,00:31,02:38,460000,127
Cirebon,Bekasi,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,02:38,1525000,127
Cirebon,Kebumen,Kereta,Senja Utama Yk 140A,Eksekutif,21:58,01:11,390000,193
Cirebon,Kebumen,Kereta,Senja Utama Yk 140A,Eksekutif,21:58,01:11,370000,193
Cirebon,Kebumen,Kereta,Senja Utama Yk 140A,Ekonomi,21:58,01:11,210000,193
Cirebon,Kebumen,Kereta,Senja Utama Yk 140A,Ekonomi,21:58,01:11,235000,193
Cirebon,Kebumen,Kereta,Senja Utama Yk 140A,Eksekutif,21:58,01:11,355000,193
Cirebon,Kebumen,Kereta,Senja Utama Yk 140A,Ekonomi,21:58,01:11,225000,193
Cirebon,Kebumen,Kereta,Gajayana 56,Eksekutif,21:28,00:15,500000,167
Cirebon,Kebumen,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,00:15,1440000,167
Cirebon,Kebumen,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,00:15,1525000,167
Cirebon,Kebumen,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,00:15,1680000,167
Cirebon,Kebumen,Kereta,Gajayana 56,Eksekutif,21:28,00:15,460000,167
Cirebon,Kebumen,Kereta,Gajayana 56,Eksekutif,21:28,00:15,570000,167
Cirebon,Kebumen,Kereta,Gajayana 56,Eksekutif,21:28,00:15,490000,167
Cirebon,Kebumen,Kereta,Sawunggalih 150,Eksekutif,20:51,00:29,240000,218
Cirebon,Kebumen,Kereta,Sawunggalih 150,Eksekutif,20:51,00:29,275000,218
Cirebon,Kebumen,Kereta,Sawunggalih 150,Eksekutif,20:51,00:29,290000,218
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Eksekutif,01:21,03:32,295000,131
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Ekonomi,01:21,03:32,180000,131
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Eksekutif,01:21,03:32,310000,131
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Eksekutif,01:21,03:32,280000,131
Cirebon,Bekasi,Kereta,Sembrani 63,Eksekutif,02:23,04:31,615000,128
Cirebon,Bekasi,Kereta,Gajahwong 137,Eksekutif,02:07,04:44,340000,157
Cirebon,Bekasi,Kereta,Gajahwong 137,Eksekutif,02:07,04:44,315000,157
Cirebon,Bekasi,Kereta,Gajahwong 137,Ekonomi,02:07,04:44,180000,157
Cirebon,Bekasi,Kereta,Gajahwong 137,Eksekutif,02:07,04:44,285000,157
Cirebon,Bekasi,Kereta,Gajahwong 137,Ekonomi,02:07,04:44,210000,157
Cirebon,Bekasi,Kereta,Gajahwong 137,Ekonomi,02:07,04:44,225000,157
Cirebon,Bekasi,Kereta,Gajahwong 137,Ekonomi,02:07,04:44,195000,157
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:24,460000,141
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:24,475000,141
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:24,430000,141
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:24,530000,141
Cirebon,Bekasi,Kereta,Sembrani 63,Eksekutif,02:23,04:31,675000,128
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:24,365000,141
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:08,530000,125
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:08,430000,125
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:08,460000,125
Cirebon,Bekasi,Kereta,Pandalungan 77F,Eksekutif,01:50,03:58,285000,128
Cirebon,Bekasi,Kereta,Pandalungan 77F,Eksekutif,01:50,03:58,310000,128
Cirebon,Bekasi,Kereta,Pandalungan 77F,Eksekutif,01:50,03:58,360000,128
Cirebon,Bekasi,Kereta,Pandalungan 77F,Eksekutif,01:50,03:58,300000,128
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Ekonomi,01:21,03:48,175000,147
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Eksekutif,01:21,03:48,295000,147
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Eksekutif,01:21,03:48,310000,147
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Eksekutif,01:21,03:48,280000,147
Cirebon,Bekasi,Kereta,Tawang Jaya Premium 151,Ekonomi,01:21,03:48,180000,147
Cirebon,Bekasi,Kereta,Brawijaya 57,Eksekutif,02:03,04:08,475000,125
Cirebon,Pekalongan,Kereta,Argo Anggrek Luxury Sleeper 2L,Eksekutif,10:46,12:05,1315000,79
Cirebon,Bekasi,Kereta,Fajar Utama Yk 141,Eksekutif,11:42,14:10,355000,148
Cirebon,Bekasi,Kereta,Fajar Utama Yk 141,Eksekutif,11:42,14:10,370000,148
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,06:39,1655000,551
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:39,760000,551
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:39,830000,551
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,06:39,1500000,551
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:39,950000,551
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:39,810000,551
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,06:39,1825000,551
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,07:06,810000,578
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,07:06,1500000,578
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,07:06,1825000,578
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,07:06,830000,578
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,07:06,1655000,578
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,07:06,760000,578
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,07:06,950000,578
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:58,760000,570
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:58,810000,570
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,06:58,1655000,570
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,06:58,1500000,570
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:58,950000,570
Cirebon,Malang,Kereta,Gajayana 56,Eksekutif,21:28,06:58,830000,570
Cirebon,Malang,Kereta,Gajayana Luxury 56L,Eksekutif,21:28,06:58,1825000,570
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,09:27,350000,653
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,09:27,375000,653
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,09:27,360000,653
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,10:07,375000,693
Cirebon,Malang,Kereta,Jayabaya 108,Eksekutif,20:34,06:20,630000,586
Cirebon,Malang,Kereta,Jayabaya 108,Ekonomi,20:34,06:20,430000,586
Cirebon,Malang,Kereta,Jayabaya 108,Ekonomi,20:34,05:46,430000,552
Cirebon,Malang,Kereta,Jayabaya 108,Eksekutif,20:34,05:46,630000,552
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,01:54,280000,673
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,01:54,290000,673
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,02:30,270000,709
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,02:30,280000,709
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,02:30,290000,709
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,02:39,290000,718
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,02:39,280000,718
Cirebon,Malang,Kereta,Matarmaja 234A,Ekonomi,14:41,02:39,270000,718
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:04,780000,569
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:04,600000,569
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:04,670000,569
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:04,710000,569
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,10:07,350000,693
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:04,760000,569
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:31,710000,596
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:31,870000,596
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:31,600000,596
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:31,670000,596
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:31,780000,596
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:31,760000,596
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:23,780000,588
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:23,600000,588
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:23,710000,588
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:23,670000,588
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:23,870000,588
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:23,760000,588
Cirebon,Malang,Kereta,Brawijaya 58,Eksekutif,18:35,04:04,870000,569
Cirebon,Bekasi,Kereta,Fajar Utama Yk 141,Eksekutif,11:42,14:10,390000,148
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,10:07,360000,693
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,09:58,375000,684
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Ekonomi,15:14,23:35,405000,501
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Eksekutif,15:14,23:35,560000,501
Cirebon,Pasuruan,Kereta,Jayabaya 108,Eksekutif,20:34,05:10,630000,516
Cirebon,Pasuruan,Kereta,Jayabaya 108,Ekonomi,20:34,05:10,430000,516
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,715000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,600000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,570000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,620000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:03,715000,519
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:03,600000,519
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:03,620000,519
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:03,570000,519
Cirebon,Bekasi,Kereta,Bangunkarta 123,Ekonomi,14:00,16:09,205000,129
Cirebon,Bekasi,Kereta,Bangunkarta 123,Ekonomi,14:00,16:09,210000,129
Cirebon,Bekasi,Kereta,Bangunkarta 123,Eksekutif,14:00,16:09,310000,129
Cirebon,Bekasi,Kereta,Sembrani Luxury 61L,Eksekutif,13:54,16:00,1250000,126
Cirebon,Bekasi,Kereta,Sembrani Luxury 61L,Eksekutif,13:54,16:00,1375000,126
Cirebon,Bekasi,Kereta,Sembrani Luxury 61L,Eksekutif,13:54,16:00,1080000,126
Cirebon,Bekasi,Kereta,Sembrani 61,Eksekutif,13:54,16:00,565000,126
Cirebon,Bekasi,Kereta,Sembrani 61,Eksekutif,13:54,16:00,675000,126
Cirebon,Bekasi,Kereta,Sembrani 61,Eksekutif,13:54,16:00,615000,126
Cirebon,Bekasi,Kereta,Sembrani Luxury 61L,Eksekutif,13:54,16:00,1135000,126
Cirebon,Bekasi,Kereta,Sembrani 61,Eksekutif,13:54,16:00,525000,126
Cirebon,Bekasi,Kereta,Sembrani 61,Eksekutif,13:54,16:00,600000,126
Cirebon,Bekasi,Kereta,Fajar Utama Yk 141,Ekonomi,11:42,14:10,255000,148
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Ekonomi,15:14,23:57,405000,523
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Eksekutif,15:14,23:57,560000,523
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,07:13,18:10,600000,657
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,07:13,18:10,400000,657
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,09:58,350000,684
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:03,715000,519
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,600000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,715000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,570000,541
Cirebon,Pasuruan,Kereta,Pandalungan 78F,Eksekutif,23:24,08:25,620000,541
Cirebon,Pasuruan,Kereta,Jayabaya 108,Ekonomi,20:34,05:10,430000,516
Cirebon,Pasuruan,Kereta,Jayabaya 108,Eksekutif,20:34,05:10,630000,516
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Eksekutif,15:14,23:35,560000,501
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Ekonomi,15:14,23:35,405000,501
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Ekonomi,15:14,23:57,405000,523
Cirebon,Pasuruan,Kereta,Blambangan Ekspres 186B,Eksekutif,15:14,23:57,560000,523
Cirebon,Malang,Kereta,Majapahit 216,Ekonomi,22:34,09:58,360000,684
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,07:13,17:48,480000,635
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,07:13,18:10,600000,657
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,07:13,18:10,400000,657
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,06:45,17:48,400000,663
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,06:45,17:48,600000,663
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,06:45,18:10,400000,685
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,06:45,18:10,600000,685
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,06:45,18:10,600000,685
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,06:45,18:10,400000,685
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,06:45,17:48,400000,663
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,06:45,17:48,600000,663
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,07:13,17:48,320000,635
Cirebon,Pasuruan,Kereta,Ranggajati 116,Eksekutif,07:13,17:48,480000,635
Cirebon,Pasuruan,Kereta,Ranggajati 116,Ekonomi,07:13,17:48,320000,635
Cirebon,Pekalongan,Kereta,Argo Bromo Anggrek 2,Eksekutif,10:46,12:05,785000,79
Cirebon,Pekalongan,Kereta,Argo Anggrek Luxury Sleeper 2L,Eksekutif,10:46,12:05,1200000,79
Cirebon,Pekalongan,Kereta,Argo Bromo Anggrek 2,Eksekutif,10:46,12:05,620000,79
Cirebon,Karawang,Kereta,Singasari 103,Ekonomi,02:40,05:01,210000,141
Cirebon,Karawang,Kereta,Singasari 103,Eksekutif,02:40,05:01,350000,141
Cirebon,Karawang,Kereta,Singasari 103,Ekonomi,02:40,05:01,220000,141
Cirebon,Karawang,Kereta,Singasari 103,Eksekutif,02:40,05:01,310000,141
Cirebon,Karawang,Kereta,Singasari 103,Ekonomi,02:40,05:01,225000,141
Cirebon,Sragen,Kereta,Majapahit 216,Ekonomi,22:34,04:27,290000,353
Cirebon,Sragen,Kereta,Majapahit 216,Ekonomi,22:34,04:27,300000,353
Cirebon,Sragen,Kereta,Majapahit 216,Ekonomi,22:34,04:27,280000,353
Cirebon,Sragen,Kereta,Jayakarta 218B,Ekonomi,20:16,02:15,315000,359
Cirebon,Sragen,Kereta,Jayakarta 218B,Ekonomi,20:16,02:15,290000,359
Cirebon,Sragen,Kereta,Jayakarta 218B,Ekonomi,20:16,02:15,305000,359
Cirebon,Sragen,Kereta,Jayakarta 218B,Ekonomi,20:16,02:15,275000,359
Cirebon,Karawang,Kereta,Singasari 103,Eksekutif,02:40,05:01,340000,141
Cirebon,Sragen,Kereta,Brantas 112,Eksekutif,16:38,22:38,420000,360
Cirebon,Sragen,Kereta,Bangunkarta 124,Ekonomi,15:29,21:23,275000,354
Cirebon,Sragen,Kereta,Bangunkarta 124,Ekonomi,15:29,21:23,260000,354
Cirebon,Sragen,Kereta,Bangunkarta 124,Eksekutif,15:29,21:23,380000,354
Cirebon,Sragen,Kereta,Bangunkarta 124,Ekonomi,15:29,21:23,265000,354
Cirebon,Sragen,Kereta,Bangunkarta 124,Ekonomi,15:29,21:23,280000,354
Cirebon,Sragen,Kereta,Bangunkarta 124,Eksekutif,15:29,21:23,410000,354
Cirebon,Sragen,Kereta,Bangunkarta 124,Eksekutif,15:29,21:23,425000,354
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,14:49,20:33,290000,344
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Eksekutif,14:49,20:33,395000,344
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,14:49,20:33,315000,344
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Eksekutif,14:49,20:33,450000,344
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Eksekutif,14:49,20:33,435000,344
Cirebon,Sragen,Kereta,Brantas 112,Ekonomi,16:38,22:38,240000,360
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,14:49,20:33,305000,344
Cirebon,Karawang,Kereta,Blambangan Ekspres 185B,Eksekutif,04:22,06:15,280000,113
Cirebon,Karawang,Kereta,Jayabaya 107,Eksekutif,22:35,00:36,380000,121
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,03:10,490000,159
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,03:10,500000,159
Cirebon,Jakarta,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,03:10,1440000,159
Cirebon,Jakarta,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,03:10,1525000,159
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,03:10,440000,159
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,02:53,440000,142
Cirebon,Jakarta,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,02:53,1680000,142
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,02:53,490000,142
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,02:53,460000,142
Cirebon,Jakarta,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,02:53,1525000,142
Cirebon,Jakarta,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,02:53,1440000,142
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,02:53,500000,142
Cirebon,Karawang,Kereta,Blambangan Ekspres 185B,Ekonomi,04:22,06:15,205000,113
Cirebon,Jakarta,Kereta,Gajayana 55,Eksekutif,00:31,02:53,570000,142
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Ekonomi,00:15,02:47,265000,152
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Eksekutif,00:15,02:47,390000,152
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Eksekutif,00:15,02:47,415000,152
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Ekonomi,00:15,02:47,250000,152
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Ekonomi,00:15,02:47,270000,152
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Eksekutif,00:15,02:59,390000,164
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Ekonomi,00:15,02:59,270000,164
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Ekonomi,00:15,02:59,250000,164
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Eksekutif,00:15,02:59,375000,164
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Ekonomi,00:15,02:59,265000,164
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Eksekutif,00:15,02:59,415000,164
Cirebon,Karawang,Kereta,Jayabaya 107,Ekonomi,22:35,00:36,260000,121
Cirebon,Jakarta,Kereta,Senja Utama Solo 87,Eksekutif,00:15,02:47,375000,152
Cirebon,Jakarta,Kereta,Gajayana Luxury 55L,Eksekutif,00:31,03:10,1680000,159
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,14:24,20:33,290000,369
Cirebon,Sragen,Kereta,Gaya Baru Malam Selatan 106,Ekonomi,14:24,20:33,305000,369
Cirebon,Surabaya,Kereta,Argo Anggrek Luxury Sleeper 4L,Eksekutif,22:56,04:35,1715000,339
Cirebon,Surabaya,Kereta,Argo Bromo Anggrek 4,Eksekutif,22:56,04:35,770000,339
Cirebon,Surabaya,Kereta,Argo Bromo Anggrek 4,Eksekutif,22:56,04:35,870000,339
Cirebon,Surabaya,Kereta,Argo Bromo Anggrek 4,Eksekutif,22:56,04:35,980000,339
Cirebon,Surabaya,Kereta,Argo Bromo Anggrek 4,Eksekutif,22:56,04:35,890000,339
Cirebon,Surabaya,Kereta,Argo Anggrek Luxury Sleeper 4L,Eksekutif,22:56,04:35,1315000,339
Cirebon,Surabaya,Kereta,Argo Bromo Anggrek 4,Eksekutif,22:56,04:35,820000,339
Cirebon,Surabaya,Kereta,Argo Anggrek Luxury Sleeper 4L,Eksekutif,22:56,04:35,1555000,339
Cirebon,Surabaya,Kereta,Sembrani Luxury 64L,Eksekutif,22:04,04:11,1250000,367
Cirebon,Surabaya,Kereta,Sembrani Luxury 64L,Eksekutif,22:04,04:11,1650000,367
Cirebon,Surabaya,Kereta,Sembrani Luxury 64L,Eksekutif,22:04,04:11,1500000,367
Cirebon,Surabaya,Kereta,Sembrani Luxury 64L,Eksekutif,22:04,04:11,1210000,367
Cirebon,Surabaya,Kereta,Pandalungan 78F,Eksekutif,23:24,07:03,715000,459
Cirebon,Surabaya,Kereta,Sembrani 64,Eksekutif,22:04,04:11,820000,367
Cirebon,Surabaya,Kereta,Jayabaya 108,Eksekutif,20:34,03:56,630000,442
Cirebon,Surabaya,Kereta,Jayabaya 108,Eksekutif,20:34,04:18,630000,464
Cirebon,Surabaya,Kereta,Jayabaya 108,Ekonomi,20:34,04:18,430000,464
Cirebon,Surabaya,Kereta,Jayakarta 218B,Ekonomi,20:16,06:16,380000,600
Cirebon,Surabaya,Kereta,Jayakarta 218B,Ekonomi,20:16,06:16,340000,600
Cirebon,Surabaya,Kereta,Jayakarta 218B,Ekonomi,20:16,06:16,360000,600
Cirebon,Surabaya,Kereta,Jayakarta 218B,Ekonomi,20:16,06:16,390000,600
Cirebon,Surabaya,Kereta,Bima 60,Eksekutif,19:30,03:30,800000,480
Cirebon,Surabaya,Kereta,Bima 60,Eksekutif,19:30,03:30,730000,480
Cirebon,Surabaya,Kereta,Bima 60,Eksekutif,19:30,03:30,780000,480
Cirebon,Surabaya,Kereta,Bima 60,Eksekutif,19:30,03:30,880000,480
